code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,if (...) NULL,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
TAEUTIG,SAMBRE AVESNOIS HANDBALL,PETIT clement,NOISY LE GRAND HANDBALL,GHERRAM farid,J16,20,14,rencontre_D2F_1_2324_326.pdf,7,6,6,R,1,1,1,1,1,F,1,1,D2,2324,40,33,7,1.37128865867304
TAEUTIH,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J16,32,30,rencontre_D2F_1_2324_327.pdf,15,16,16,R,-1,1,1,1,1,F,1,1,D2,2324,24,20,4,0.966646103654764
TAEUTIJ,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J16,19,30,rencontre_D2F_1_2324_329.pdf,9,12,12,R,-1,-1,0,0,0,F,1,1,D2,2324,22,34,-12,-1.19144752310936
TAEUTIM,ASUL VAULX EN VELIN,MODENEL sebastien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J16,27,26,rencontre_D2F_1_2324_332.pdf,13,11,11,R,1,1,1,1,1,F,1,0,D2,2324,21,27,-6,-0.382162413072814
TAEUTIN,TOULOUSE FEMININ HANDBALL,VEDEL fabien,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,J17,27,38,rencontre_D2F_1_2324_333.pdf,11,14,14,R,-1,-1,0,1,0,F,1,1,D2,2324,21,35,-14,-1.11158993514157
TAEUTIQ,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,LE POUZIN HB,KIEFFER sylvain,J17,30,20,rencontre_D2F_1_2324_336.pdf,13,11,11,R,1,1,1,1,1,F,1,1,D2,2324,37,22,15,1.1374408638658
TAEUTIV,ASUL VAULX EN VELIN,MODENEL sebastien,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J18,32,29,rencontre_D2F_1_2324_341.pdf,14,17,17,R,-1,1,1,0,1,F,1,1,D2,2324,25,33,-8,-1.38218948093018
TAEUTIX,LOMME LILLE METROPOLE HB,WORM laurent,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J18,27,28,rencontre_D2F_1_2324_343.pdf,12,12,12,R,0,-1,0,1,1,F,1,1,D2,2324,25,22,3,0.518321055348816
TAEUTIZ,SAMBRE AVESNOIS HANDBALL,PETIT clement,CELLES SUR BELLE MELLOIS EN POITOU,MARTIN maxime,J18,28,25,rencontre_D2F_1_2324_345.pdf,16,15,15,R,1,1,1,0,0,F,1,1,D2,2324,46,40,6,1.03664211069763
TAEUTJC,HAVRE ATHLETIC CLUB HB,PELLAN stephane,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J19,37,41,rencontre_D2F_1_2324_348.pdf,17,18,18,R,-1,-1,0,1,1,F,1,1,D2,2324,30,30,0,0
TAEUTJF,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,LOMME LILLE METROPOLE HB,WORM laurent,J19,25,23,rencontre_D2F_1_2324_351.pdf,11,9,9,R,1,1,1,1,1,F,1,1,D2,2324,29,26,3,0.852204294107138
TAEUTJG,LE POUZIN HB,KIEFFER sylvain,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,J19,26,28,rencontre_D2F_1_2324_352.pdf,13,11,11,R,1,-1,0,1,1,F,1,1,D2,2324,23,41,-18,-0.999136068953197
TAEUTJN,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J20,30,23,rencontre_D2F_1_2324_359.pdf,10,9,9,R,1,1,1,0,1,F,1,1,D2,2324,44,32,12,0.0160251471616052
TAEUTJP,ASUL VAULX EN VELIN,MODENEL sebastien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J21,18,22,rencontre_D2F_1_2324_361.pdf,6,8,8,R,-1,-1,0,1,1,F,1,1,D2,2324,29,45,-16,-1.20049009599756
TAEUTJQ,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,J21,34,35,rencontre_D2F_1_2324_362.pdf,16,15,15,R,1,-1,0,1,1,F,1,1,D2,2324,33,47,-14,-0.857492925712544
TAEUTJS,HAVRE ATHLETIC CLUB HB,PELLAN stephane,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J21,26,35,rencontre_D2F_1_2324_364.pdf,13,16,16,R,-1,-1,0,1,1,F,1,1,D2,2324,34,38,-4,0.857492925712544
TAEUTJX,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J22,21,30,rencontre_D2F_1_2324_369.pdf,9,12,12,R,-1,-1,0,1,0,F,1,1,D2,2324,48,35,13,1.52542553961938
TAEUTJY,LE POUZIN HB,KIEFFER sylvain,ASUL VAULX EN VELIN,MODENEL sebastien,J22,27,33,rencontre_D2F_1_2324_370.pdf,17,14,14,R,1,-1,0,1,1,F,0,1,D2,2324,28,30,-2,-0.554700196225229
TAEUTKA,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,SAMBRE AVESNOIS HANDBALL,PETIT clement,J22,25,25,rencontre_D2F_1_2324_372.pdf,10,12,12,R,-1,0,1,1,1,F,1,1,D2,2324,50,55,-5,-0.970725343394151
TAEUTKB,LOMME LILLE METROPOLE HB,WORM laurent,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J22,29,25,rencontre_D2F_1_2324_373.pdf,13,13,13,R,0,1,1,1,1,F,1,1,D2,2324,29,34,-5,-0.970725343394151
TAEUTKD,NOISY LE GRAND HANDBALL,GHERRAM farid,STADE PESSACAIS UNION CLUB HANDBALL,HOAREAU marc,J23,26,31,rencontre_D2F_1_2324_375.pdf,14,15,15,R,-1,-1,0,1,1,F,1,1,D2,2324,43,52,-9,-0.988562600085202
